,label,clean_text
557,anger,fuck hell rush damn train also fuck wait still sweat rage smrtruinslives
558,anger,fuck hell rush damn train also fuck wait still sweat smrtruinslives
559,anger,politicaltigres saifullah uchvi welcome sorry word irritate
560,anger,dammit tmobile whays go mobilefails
561,anger,dammit tmobile whays go rag mobilefails
562,anger,people hurt angry hard know anger remember human bekind
563,anger,grumpy pumper involuntarily smile frown photo giggle annoy
564,anger,markk head fiery
565,anger,kristiann gonna really haha see chris dont even snap anymore dude
566,anger,misterak tell racist bigot always resort insult like worse racist bigot
567,anger,brooklynbreeder could believe answer outrage right hope take cleaner
568,anger,want dick snap hiya kikme snapchat snapme horny porn naked young
569,anger,want dick snap hiya kikme snapchat snap snapme horny porn naked young
570,anger,earth projection good happy true soul poisonous fuck snake patronus adder offend
571,anger,earth projection good happy true soul poisonous fuck snake patronus adder
572,anger,bow world tank creats rubberbath sting week
573,anger,iamsj client furious lmao
574,anger,bush good force resentment make money give power change tune
575,anger,good money watch someone slap pout candice
576,anger,lizombi difference though grudge tame feel uncomfortable pure emotion really control
577,anger,hell hath fury like sound technician scorn nthat quote right
578,anger,hell hath fury like bureaucrat scorn milton friedman
579,anger,dad favorite throwback rapper die fiery crash today atlanta
580,anger,undifferentiated otherwise patent closest patron braininess idea incense offensive lineman whyanewg
581,anger,know need sort life look like great time thank tiff
582,anger,cnnnewsroom brookebcnn grasp besides cognitive dissonance rag away incident shoot separate
583,anger,feel wrath drop pamphlet
584,anger,okay annoy do good
585,anger,okay annoy do good furious
586,anger,lose live virginmedia business go hold minute whoever pick fume noworkforme
587,anger,lose live virginmedia business go hold minute whoever pick noworkforme
588,anger,word normalize medium word word frog boil medium
589,anger,arsenal giroud beard make angry
590,anger,thegenghisjon research come insult allow read anything brietbart
591,anger,indiamissingindira could never solve kashmir problem keep burn vote bank terrorstatepak
592,anger,chase fame go resent nwhen start nchasing nwrdsmth
593,anger,lericoo hold grudge
594,anger,washingtonpost trump fear anger similar hitler preach come power germany wake america
595,anger,russellhartness mariner bluejays wrongdoing grrr fact know email displeasure anyway
596,anger,kailyew hahah tiff send
597,anger,jaredwyand maybe transgender medium would cover outrage
598,anger,jaredwyand maybe transgender medium would cover
599,anger,either look like rag bitch obnoxiously laugh something funny think middle grind
600,anger,relentless absolutely success never ever ever give
601,anger,get early shit goin irritate
602,anger,rosskemp watch would straight get irate extremeworld
603,anger,jbiggy tonecapone confident offense good year suck
604,anger,rage strike wish best emotion negative positive wish strike martial art control believe best hope
605,anger,extremely bitter fact subway robart replace rent version chipotle
606,anger,mysbananen know feel damage enough never mind enrage
607,anger,ultimately keithscott hand arrest warrant know enough cause outrage
608,anger,talktalkcare earth send email annoy customer fume
609,anger,talktalkcare earth send email annoy customer
610,anger,martinclouseau charity could reasonably expect eduardo lac attempt crudely inflame tension
611,anger,madden tuber dont know nothing bout madden smash
612,anger,look available store nliquid incense burn stick con smoke home
613,anger,honestly fume
614,anger,happyandbashful teigngardener cevokins gardengirllucy provoke voke
615,anger,alour jkramon force neighbour people nerve victim
616,anger,everyone rag
617,anger,connie fume bake go fuck start vodka
618,anger,respect people force opinion others offend someone
619,anger,cbsbigbrother pathetic hat nicole cute showmance bitter uglycry bbmichelle
620,anger,groovybruce larsrjs ashvsevildead groovier part affront common decency vancityreynolds agree
621,anger,emilieragann another sting tongue
622,anger,natalie bloomer interview irate group filmmaker live stock statement journalism
623,anger,success best revenge whatever think something well
624,anger,jam fuck bitter shouldofvotedfornicole
625,anger,jam fuck shouldofvotedfornicole
626,anger,people irritate swear goin sleep
627,anger,probably gonna seriously poorly point soon tire freeze boil space second
628,anger,today good hour later burn food get sick spill boil water never mind
629,anger,blood boil
630,anger,already get aggravate fast like aggravate purpose
631,anger,donnymurray offend stuff gettin situ folk moan polis happy snitch offend
632,anger,azerbaijan baku azerbaijan prevent another armenian provocation russia
633,anger,matt fume word
634,anger,hear movie furious skittle analogy upset actually skittle
635,anger,hell drill outside house literally sleep half four busy shift twat wake
636,anger,hell drill outside house literally sleep half four busy shift twat wake fume
637,anger,minute incense rattatas pokemongo
638,anger,bassekraah sunilddesai jyoti archnahr irritation isolation lifenabler
639,anger,ca pennant frankbrunoboxer westhamutd davidgold maccafrank jonjoheuerman westhammagazine casualmind karren brady insult
640,anger,joes start sing star angry sing right start angrily sing back
641,anger,donking lion black community speak truth power potus insult black vote give away cavalierly play thedemocrats
642,anger,science opioid rapid pill plague speed generation pulse rapid rabid impairment choice stack usage street ingestion demo
643,anger,cameronnewton colinkaepernick protest unjust murder keithlamontscott north carolina injustice outrage speakout
644,anger,cameronnewton colinkaepernick protest unjust murder keithlamontscott north carolina injustice speakout
645,anger,tobyirish specifically fume sign enough people
646,anger,michelle cry shock bitter teamnicole
647,anger,republican namely graham flake sasse others safe wrath hence hillary hiney kiss
648,anger,waggle eyebrow baby burst laugh love haha
649,anger,always wonder long angelina brad crap
650,anger,always wonder long angelina brad crap bitter
651,anger,boy dint know game game life death well choose know side wrath come upon
652,anger,change clothe work workout route traffic workout kick rage
653,anger,change clothe work workout route traffic workout kick
654,anger,kill spider spray spider gut like horror movie
655,anger,uncle brown yeah dude appreciate support notorious peep grateful relentless
656,anger,uncle brown yeah dude appreciate support notorious peep grateful
657,anger,offend something ngives life hurt haikuchallenge offend poetry
658,anger,offend something ngives life hurt haikuchallenge poetry
659,anger,flat literally reason either sorry potential doggie landlord doglover angry rescuedog
660,anger,interception look argument engage even speak word rag
661,anger,simondawkins titchlar click wrong side fume
662,anger,laray jenkins sportsinsights yeah know unless offense something go
663,anger,parentsofaddicts wellness revenge anon speaker
664,anger,andrew really understand burst semi auto version damage change essentially useless
665,anger,tommyrosen intheroomsceo cate baily always happy support brother keep fire burn
666,anger,mjpwgaming exactly flame reject fast furious
667,anger,macmel come play madden house school
668,anger,swear anger issue heart
669,anger,someone struggle since resent everyone make spectacle certain youtuber severe anorexia
670,anger,thejuanwilliams indignation outrage unarm deaf white shoot kill black officer
